SMILES
c1cc(c2nc(c3nc2c4c(Cl)cccc4)ccc(N)c3)c(Cl)cc1
c1cncc([C@@H]2Nc(c3[C@@H]([C@@H]24)C=CC4)ccc(Br)c3)c1
c1cncc([C@@H]2Nc(c3[C@H]([C@H]24)C=CC4)c(Cl)ccc3Cl)c1
c1cncc([C@@H]2Nc(c3[C@H]([C@@H]24)C=CC4)c(Cl)ccc3Cl)c1
c1cncc([C@@H]2Nc(c3[C@@H]([C@H]24)C=CC4)c(Cl)ccc3Cl)c1
c1cncc([C@H]2Nc(c3[C@H]([C@H]24)C=CC4)c(Cl)ccc3Cl)c1
c1cncc([C@H]2Nc3c(c(Cl)cc(Cl)c3)[C@H]([C@H]24)C=CC4)c1
c1cncc([C@H]2Nc(c3[C@H]([C@@H]24)C=CC4)c(Cl)ccc3Cl)c1
c1cncc([C@@H]2Nc(c3[C@@H]([C@@H]24)C=CC4)c(Cl)ccc3Cl)c1
c1cncc([C@@H]2Nc(c3[C@H]([C@@H]24)C=CC4)c(F)cc(Br)c3)c1
c1cncc([C@H]2Nc(c3[C@H]([C@@H]24)C=CC4)c(F)cc(Br)c3)c1
c1cncc([C@H]2Nc(c3[C@H]([C@H]24)C=CC4)c(F)cc(Br)c3)c1
c1cncc([C@@H]2Nc(c3[C@H]([C@H]24)C=CC4)c(F)cc(Br)c3)c1
c1cc2c([C@@H](c3cc(Cl)c(Cl)cc3)Cc4c2nc(N)nc4)cc1
c1cc2c([C@H](c3cc(Cl)c(Cl)cc3)Cc4c2nc(N)nc4)cc1
Cc1nc(Nc2ccccc2)cc(c3cc(C(F)(F)F)ccc3)n1
Cc1nc(c2c(Nc3cc(C(F)(F)F)ccc3)c1)ccc(Cl)c2
c1cc2c(nc(c3n2)cc4c([nH]c(c5ccc(Cl)cc5)n4)c3)cc1
Cc1nc(c2c(Nc3cc(Cl)c(Cl)cc3)c1)ccc(Cl)c2
c1ccc(Nc2c3c(c(Cl)ccc3)nc(C(F)(F)F)c2)cc1
c1cc2c(nc(C(F)(F)F)cc2Nc3ccc(Cl)cc3)cc1
Cc1nc(c2c(Nc3c(F)cc(I)cc3)c1)cccc2
c1cc(c2nc(c3[nH]2)cccc3)c(\N=C\c4ccc(Br)cc4)cc1
Cc1c(Nc2nc(c3ccccc3)c(c4n2)cc(Cl)cc4)cccc1
Cc1cc2c(nc(Nc3c(Cl)cccc3)nc2c4ccccc4)cc1
c1c(Cl)c(Cl)cc(Cl)c1Nc2nc(Cl)nc(Cl)n2
c1cc(F)cc(Nc2nc(Cl)c(C#N)c(Cl)c2Cl)c1
Cc1c(C)c(c2cc1)nc(C)cc2Nc3ccc(Br)cc3
Cc1c(Nc2c(Cl)c(Cl)nc(c23)c(C)ccc3)cccc1
Cc1ccc(Nc2c(Cl)c(Cl)nc(c23)ccc(C)c3)cc1
Cc1c(Cl)cc(Nc2c3c(ccc(Cl)c3)nc(C)c2)cc1
