SMIELS,name
N#Cc1cccc(-c2nc3c(Nc4ccccc4)ncnc3[nH]2)c1,ZINC000058591156
Fc1cccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1,ZINC000066167130
Clc1cc(Cl)cc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1,ZINC000066080318
Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,ZINC000011757505
Cc1ccncc1NC(=O)c1ccnc2nc(N3CC[C@H](c4ccccc4)C3)[nH]c12,ZINC000084655532
Cc1ccncc1NC(=O)c1ccnc2nc(N3CC[C@@H](c4ccccc4)C3)[nH]c12,ZINC000084655534
COc1c(NCCNc2cccc3ccccc23)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12,ZINC000072125772
O=C(O)COc1cccc(CCCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(Cl)cc4)nc23)c1,ZINC000073280102
COc1ccc(/C=N/Nc2ncnc3c2cnn3-c2cccc(OC)c2)cc1,ZINC000014946178
COc1cccc(-n2ncc3c(N/N=C/c4ccc(C(=O)O)cc4)ncnc32)c1,ZINC000014946199
COc1cccc(-n2nc(C(C)C)c3c(N/N=C/c4ccncc4)ncnc32)c1,ZINC000014946205
Cc1cc(Nc2nc(Sc3cccc(Cl)c3)nc3ccccc23)n[nH]1,ZINC000034044746
c1ccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)cc1,ZINC000063298284
Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(Cl)c(C(F)(F)F)c3)n2)cc1,ZINC000013582678
O=C(Nc1n[nH]c2cc(-c3ccc4[nH]ccc4c3)ccc12)C1CC1,ZINC000013538581
Cc1cc(Nc2nc(Sc3ccc(Cl)cc3)nc3ccccc23)n[nH]1,ZINC000034282508
Nc1c(F)c(NCCNc2cccc3ccccc23)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,ZINC000072126967
Clc1cccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1Cl,ZINC000066079059
Cc1ccc2c(-c3ccnc(Nc4ccc(Cl)c(C(F)(F)F)c4)n3)c(-c3ccc(F)cc3)nn2n1,ZINC000013582761
COc1cccc(-n2ncc3c(N/N=C(\C)c4ccncc4)ncnc32)c1,ZINC000014946206
O=c1[nH]cc(-c2ccc(N3CCOCC3)cc2)c2sc(-c3ccncc3)cc12,ZINC000072176799
COc1cccc(NC(=O)c2nc(-c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)cnc2N)c1,ZINC000038913604
O=C(Nc1cc(-c2ccc3ccncc3c2)ccn1)C1CC1,ZINC000230838457
COCCNC(=O)c1nc(-c2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)cnc1N,ZINC000038659926
COc1cc(/C=N/Nc2ncnc3c2cnn3-c2ccccc2)ccc1O,ZINC000003897857
Nc1nonc1-n1nnc(C(=O)N/N=C/c2ccncc2)c1CN1CCCC1,ZINC000013524596
C(=N/Nc1ncnc2c1cnn2-c1ccccc1)\c1ccncc1,ZINC000014946158
Cc1cc(Nc2nc(Sc3c(Cl)cccc3Cl)nc3ccccc23)n[nH]1,ZINC000034230826
Cc1ccc(-c2c[nH]c([C@@H]3COCCN3Cc3c[nH]c4ccccc34)n2)cc1,ZINC000067898678
Cc1ccc(-c2c[nH]c([C@H]3COCCN3Cc3c[nH]c4ccccc34)n2)cc1,ZINC000098083383
COc1cccc(-n2ncc3c(N/N=C/c4ccccc4F)ncnc32)c1,ZINC000014946179
CC(=O)Nc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,ZINC000014946168
C=CCOc1ccc(/C=N/Nc2ncnc3c2cnn3-c2cccc(OC)c2)cc1,ZINC000014946187
COc1c(NCCNc2ccccn2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12,ZINC000072123222
CCCC(=O)Nc1n[nH]c2ncc(-c3ccc4ccccc4c3)cc12,ZINC000013489651
O=C(O)c1ccc(Nc2ncc3c(Cl)nn(-c4ccccc4)c3n2)cc1,ZINC000029042604
O=C(Nc1cc(-c2ccc3cccnc3c2)ccn1)C1CC1,ZINC000299871907
Brc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,ZINC000014946171
FC(F)(F)Oc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,ZINC000014946165
Fc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,ZINC000014946170
O=c1[nH]cc(-c2cccc3cccnc23)c2sc(-c3ccncc3)cc12,ZINC000072176029
Cc1ccc2c(-c3ccnc(Nc4ccc(Cl)c(C(F)(F)F)c4)n3)c(-c3cccc(C(F)(F)F)c3)nn2n1,ZINC000014945975
CCCC(=O)Nc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,ZINC000014946169
c1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,ZINC000029042522
COc1ccc(NC(=O)c2nc(-c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)cnc2N)cc1,ZINC000095577512
O=C(Nc1n[nH]c2cc(-c3cc(F)ccc3F)ccc12)C1CC1,ZINC000013538604
FC(F)(F)c1cccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(Cl)c(C(F)(F)F)c3)n2)c1,ZINC000014945974
COc1ccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)cc1,ZINC000014946163
O=C(NCCc1ccccc1)c1ccc(O)c2[nH]c(-c3ccc(Cl)cc3Cl)nc12,ZINC000028950433
COc1c(NCCNc2ccccn2)c(F)c(N)c2c(=O)c(C(=O)O)c[nH]c12,ZINC000072124504
Clc1ccc(C2(c3cc4[nH]ccnc-4n3)CC2)cc1,ZINC000101251596
COc1ccc(-c2cc3[nH]ccnc-3n2)cc1,ZINC000100827063
O=C(O)c1ccc(Nc2ncc([C@@H]3C=NN=N3)c(Nc3ccccc3)n2)cc1,ZINC000029042677
O=C(O)c1ccc(Nc2ncc([C@H]3C=NN=N3)c(Nc3ccccc3)n2)cc1,ZINC000029042679
Oc1ccc(-c2cc3[nH]ccnc-3n2)cc1,ZINC000102185418
COc1c(NCCNc2ccccn2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CCCC3)c12,ZINC000072123223
O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,ZINC000098208077
Fc1ccc(-c2cc3[nH]ccnc-3n2)cc1,ZINC000101251429
Nc1nccc(-c2c[nH]c3ccc(Br)cc23)n1,ZINC000014589172
C(=N/Nc1ncnc2c1cnn2-c1cccc(NCC2CC2)c1)\c1ccncc1,ZINC000014946167
Nc1nccc(-c2c[nH]c3cc(Br)ccc23)n1,ZINC000001659302
FC(F)(F)c1cccc(Nc2nccc(-c3c(-c4ccc(Cl)cc4)nn4ncccc34)n2)c1,ZINC000013582712
COc1cccc(-n2ncc3c(N/N=C/c4ccc(OCc5ccc(F)cc5)cc4)ncnc32)c1,ZINC000014946188
Cc1cc(-c2cc3c(=O)[nH]cc(-c4cccc(NS(C)(=O)=O)c4)c3s2)ccn1,ZINC000072176710
c1ccn2c(NC3CCCCC3)c(-c3ccc4[nH]ncc4c3)nc2c1,ZINC000066066152
FC(F)(F)c1cc(Nc2nccc(-c3c(-c4ccc(Cl)cc4)nn4ncccc34)n2)ccc1Cl,ZINC000013582716
CCCNc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,ZINC000014946166
Oc1cccc2c1[nH]c1c(C3=C[C@@]4(O)CC/C=C\CCCCN5CC[C@@H]3[C@]3(C[C@H]6C=CCCCCN6[C@@H]43)C5)nccc12,ZINC000005741899
Oc1cccc2c1[nH]c1c(C3=C[C@@]4(O)CC/C=C\CCCCN5CC[C@@H]3[C@]3(C[C@@H]6C=CCCCCN6[C@@H]43)C5)nccc12,ZINC000005741900
N#Cc1ccc(-c2cc3[nH]ccnc-3n2)cc1,ZINC000100827971
COc1cc2oc3ncc(OCc4ccccc4)c(-c4ccccc4)c3c2c(OC)c1O,ZINC000169320918
Brc1ccc(-c2cc3[nH]ccnc-3n2)cc1,ZINC000100827656
COc1cccc(-n2nc(C)c3c(N/N=C(\C)c4ccncc4)ncnc32)c1,ZINC000014946207
O=C1CCCN2[C@@H](CC1)C[C@]13CN4CCCC/C=C\CC[C@](O)(C=C(c5nccc6c5[nH]c5c(OS(=O)(=O)c7ccc(Cl)cc7)cccc56)[C@H]1CC4)[C@H]23,ZINC000095613285
O=C1CCCN2[C@@H](CC1)C[C@]13CN4CCCC/C=C\CC[C@](O)(C=C(c5nccc6c5[nH]c5c(OS(=O)(=O)c7ccc(Cl)cc7)cccc56)[C@@H]1CC4)[C@H]23,ZINC000150344632
O[C@]12C=C(c3[nH]ccc4c5ccccc5nc3-4)[C@@H]3CCN(CCCC/C=C\CC1)C[C@@]31C[C@@H]3C=CCCCCN3[C@@H]21,ZINC000102207555
CC(=O)Nc1nc(C)c(S(=O)(=O)Oc2cccc3c2[nH]c2c(C4=C[C@@]5(O)CC/C=C\CCCCN6CC[C@@H]4[C@]4(C[C@@H]7CCC(=O)CCCN7[C@@H]54)C6)nccc23)s1,ZINC000095613421
CC(=O)Nc1nc(C)c(S(=O)(=O)Oc2cccc3c2[nH]c2c(C4=C[C@@]5(O)CC/C=C\CCCCN6CC[C@H]4[C@]4(C[C@@H]7CCC(=O)CCCN7[C@@H]54)C6)nccc23)s1,ZINC000095613422
COc1ncc(-c2ccc(N3CCOCC3)cc2)c2sc(-c3ccncc3)cc12,ZINC000072178153
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCn3ccnc3)c3ccccc23)cc1,ZINC000013528349
CC(C)(C)c1cc(NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)n(-c2ccccc2)n1,ZINC000013528339
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3C[C@H](C)O[C@@H](C)C3)c3ccccc23)cc1,ZINC000014956572
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCc3ccncc3)c3ccccc23)cc1,ZINC000013528336
CC(C)(C)c1cc(NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)n(-c2ccc(N)cc2)n1,ZINC000013528345
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cn1,ZINC000026830334
Cc1ccc(C(=O)Nc2ccon2)cc1Nc1ncnc2c1cnn2-c1ccccc1,ZINC000029050178
CC[C@H](C)Nc1nncc2cc(-c3c(C)ccc4c(NC)noc34)ccc12,ZINC000040429404
CC(C)(C)c1cc(NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)n(-c2cccc(N)c2)n1,ZINC000013528342
C[C@@H](C1CC1)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,ZINC000026670464
C[C@H](C1CC1)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,ZINC000026670468
CONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)NCc4ccccc4)c(C)c23)c1,ZINC000014974234
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCS(=O)CC3)c3ccccc23)cc1,ZINC000027524802
Cc1ccccc1-c1nncc2cc(-c3c(C)ccc4c(NC5CC5)noc34)ccc12,ZINC000040431185
CNc1noc2c(-c3ccc4c(OC(C)C)nncc4c3)c(C)ccc12,ZINC000040954617
CC(C)c1nnc2ccc(Sc3ccccc3CNC(=O)Nc3cc(C(C)(C)C)nn3-c3ccccc3)cn12,ZINC000073223569
CCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4cc(F)cc(N5CCOCC5)c4)ccc3C)c2c1C,ZINC000029048552
Cc1ccc2c(NC3CC3)noc2c1-c1ccc2c(NC(C)C)nncc2c1,ZINC000040953053
CNc1noc2c(-c3ccc4c(NC(C)C)nncc4c3)c(C)ccc12,ZINC000040972280
O=C(Nc1cc(Nc2ccc3c(c2)CCc2ccc(OCCN4CCOCC4)cc2C3=O)c(F)cc1F)c1ccsc1,ZINC000095593499
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCc3cccnc3)c3ccccc23)cc1,ZINC000014956579
O=C1NCc2c(-c3ccc(F)cc3Cl)cc(C3CCN(CC4CCC4)CC3)cc2N1c1c(Cl)cccc1Cl,ZINC000026670171
COc1ccc(C(=O)NN2CCOCC2)cc1-c1n[nH]c2nc(Nc3ccc(F)cc3F)ccc12,ZINC000040395382
CC(C)(C(=O)O)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,ZINC000028564956
COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cn1,ZINC000027524625
CCOC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C,ZINC000014974209
COc1ccc(C#CCN2CCN(C)CC2)cc1-c1[nH]nc2nc(Nc3ccc(F)cc3F)ncc12,ZINC000028566048
Cn1c(=O)c(Nc2ccc(F)cc2F)cc2cnnc(-c3ccc(F)cc3F)c21,ZINC000064426562
CCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)c2c1C,ZINC000013983253
C[C@@H](O)CNc1cc(-c2[nH]c3cccnc3c2-c2ccc(F)cc2)ccn1,ZINC000013528389
CN(C)CCN1CCN(c2nc(-c3ccc(Cl)cc3Cl)c3c(n2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,ZINC000023359219
C[C@H](Nc1cc(-c2c(-c3ccccc3)nc3nc(N)ccn23)ccn1)c1ccccc1,ZINC000027105164
C[C@H](O)CNc1cc(-c2[nH]c3cccnc3c2-c2ccc(F)cc2)ccn1,ZINC000027525534
Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1Nc1ncnn2cc(C(=O)O)c(C)c12,ZINC000029048632
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)cc2)ccn1,ZINC000036518249
O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1ccc(OCCN2CCOCC2)c2ccccc12,ZINC000058563988
O=C(Nc1cc(Nc2ccc3c(c2)CCc2ccc(OCCN4CCOCC4)cc2C3=O)ccc1F)c1ccoc1,ZINC000095595661
Cc1cc(F)c(NC(=O)c2ccoc2)cc1Nc1ccc2c(c1)CCc1ccc(OCCN3CCOCC3)cc1C2=O,ZINC000095597497
O=C(Nc1cc(Nc2ccc3c(c2)CCc2ccc(OCCN4CCOCC4)cc2C3=O)c(F)cc1F)c1ccccc1,ZINC000095598387
CC(C)(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3F)cn12,ZINC000014961330
CNc1noc2c(-c3ccc4c(C(C)C)nncc4c3)c(C)ccc12,ZINC000040423297
Cc1nc(-c2ccc(-c3cc(NC(=O)c4ccnc(N5CCCC5)c4)ccc3C)cc2)no1,ZINC000040976118
Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3cc(F)ccc3F)c21,ZINC000043072295
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(CCCN3CCOCC3)c3ccccc23)cc1,ZINC000013538866
O=C1NCc2c(-c3ccccc3Cl)nc(N[C@@H]3CN4CCC3CC4)nc2N1c1c(Cl)cccc1Cl,ZINC000014962982
O=C1NCc2c(-c3ccccc3Cl)nc(N[C@H]3CN4CCC3CC4)nc2N1c1c(Cl)cccc1Cl,ZINC000014962986
CONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)NCc4ccccn4)c(C)c23)c1,ZINC000014974237
CCn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3)c21,ZINC000043120117
Cc1ccc(C(=O)Nc2cccc(N3CCOCC3)c2)cc1-c1ccc2c(C3CCNCC3)noc2c1,ZINC000003938229
Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Nc3ccccc3)n2)cc1,ZINC000026719121
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3C[C@H](C)O[C@H](C)C3)c3ccccc23)cc1,ZINC000014956568
O[C@@H]1CC[C@@H](n2cnc(-c3ccc(F)cc3)c2-c2ccnc(Nc3ccccc3)n2)CC1,ZINC000261135899
O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2ccccc2Cl)c1,ZINC000049048442
Cc1nnc(-c2ccc(-c3cc(NC(=O)c4ccnc(N5CCCC5)c4)ccc3C)c(C)c2)o1,ZINC000038941486
Cc1cc(F)c(NC(=O)c2ccsc2)cc1Nc1ccc2c(c1)OCc1ccc(OCCN3CCOCC3)cc1C2=O,ZINC000103292947
COc1ccc(C(C)(C)C)cc1NC(=O)Nc1ccc(-c2ccc(CN3CCOCC3)nc2)c2ccccc12,ZINC000034327292
CC1(c2cc(NC(=O)Nc3ccc(OCCN4CCOCC4)c4ccccc34)n(-c3ccccc3)n2)CCCCC1,ZINC000014956539
COCCNc1nc(-c2ccc(Cl)cc2Cl)c2c(n1)N(c1c(Cl)cccc1Cl)C(=O)NC2,ZINC000014962947
C[C@H]1CN(c2nc(-c3ccc(Cl)cc3Cl)c3c(n2)N(c2c(Cl)cccc2Cl)C(=O)NC3)C[C@@H](C)O1,ZINC000014962978
C[C@H](Nc1nccc(-c2[nH]c(C3(O)CCN(C)CC3)nc2-c2ccc(F)cc2)n1)c1ccccc1,ZINC000027183902
COC[C@H](C)NC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4cc(F)cc(N5CCOCC5)c4)ccc3C)c2c1C,ZINC000029048444
CCOC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4cc(F)cc(N5CCOCC5)c4)ccc3C)c2c1C,ZINC000029048714
CCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2c1C,ZINC000029049139
OCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCOCC3)c2)[nH]1,ZINC000040422695
CC(C)Nc1cc(-c2[nH]c([S@](C)=O)nc2-c2ccc(F)cc2)ccn1,ZINC000071296677
CC(C)Nc1cc(-c2[nH]c([S@@](C)=O)nc2-c2ccc(F)cc2)ccn1,ZINC000071318272
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)C)c2)[nH]1,ZINC000071318710
CC(C)(C)c1cc(C(=O)N2CCNC(=O)CC2)c(NC(=O)Nc2ccc(F)c(Cl)c2Cl)s1,ZINC000073199494
O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2cc(F)ccc2F)c1,ZINC000049046447
CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(Cl)cc3F)cn12,ZINC000014961195
COCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C,ZINC000014974229
CONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)N[C@@H](C)c4ccccc4)c(C)c23)c1,ZINC000014974239
Cn1c(=O)c(Nc2ccc(F)cc2)cc2cnnc(-c3ccc(F)cc3F)c21,ZINC000064426564
Cc1ccc(NC(=O)c2ccnc(N3CCCC3)c2)cc1-c1ccc2cc[nH]c(=O)c2c1,ZINC000040972868
CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3Cl)cn12,ZINC000014961202
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1C(=O)O,ZINC000026833230
COC(=O)C(C)(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,ZINC000028565591
CC(C)c1nnc2ccc(-c3c[nH]nc3-c3cc(F)ccc3F)cn12,ZINC000014961358
Cc1ccc(C(=O)NC2CC2)cc1Nc1cc(=O)n(C)c2c1cnn2-c1cc(F)ccc1F,ZINC000043062637
Cc1cnc(C(=O)NC2CC2)cc1-c1cc2cnnc(-c3ccc(C(F)(F)F)cc3F)c2n(C)c1=O,ZINC000064416863
CN1CCC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(Nc3ccccc3)n2)CC1,ZINC000026720720
OCCNc1cc(-c2[nH]c3cccnc3c2-c2ccc(F)cc2)ccn1,ZINC000027524437
Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1Nc1ncnn2cc(C(N)=O)c(C)c12,ZINC000029048629
CNC(=O)c1ccc(C)c(Nc2nc(N)nc3c2cnn3-c2ccccc2)c1,ZINC000029048652
Cc1ccc(C(=O)Nc2cc[nH]n2)cc1Nc1ncnc2c1cnn2-c1ccccc1,ZINC000029050000
CC(C)Nc1cc(-c2[nH]c(SC[C@@H](O)CO)nc2-c2ccc(F)cc2)ccn1,ZINC000040393528
OC[C@@H](O)CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCOCC3)c2)[nH]1,ZINC000040861807
OC[C@H](O)CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCOCC3)c2)[nH]1,ZINC000040861809
CC(C)Nc1cc(-c2[nH]c(SC[C@H](O)CO)nc2-c2ccc(F)cc2)ccn1,ZINC000040863072
CC(C)Nc1cc(-c2[nH]c(SCCO)nc2-c2ccc(F)cc2)ccn1,ZINC000040950523
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)/C=C/c3c(Cl)cccc3Cl)c2)[nH]1,ZINC000064513629
CNC(=O)c1ccc(Cl)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,ZINC000072107386
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCc2cc(F)cc(F)c2Oc2ccnc(N3CCOCC3)n2)cc1,ZINC000084687696
Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)cc1,ZINC000095574529
COCCn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(N[C@@H]2CC[C@@H](O)CC2)c1,ZINC000261138726
Cn1c(=O)cc(Oc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3cc(F)ccc3F)c21,ZINC000043024427
Cc1ccc(C(=O)NC2CC2)cc1Nc1cc(=O)n(C)c2c1cnn2-c1cccc(F)c1,ZINC000043071924
O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2ccc(F)cc2F)c1,ZINC000049051591
Cc1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1ncnn2cc(C(=O)N[C@@H](C)c3ccccc3)c(C)c12,ZINC000029049584
CC(C)Cn1cnc2ccc(-c3[nH]c(-c4c(Cl)cccc4Cl)nc3-c3ccc(F)cc3F)nc21,ZINC000029130339
Cc1cnc(C(=O)NC2CC2)cc1-c1cc2cnnc(-c3ccccc3C(F)(F)F)c2n(C)c1=O,ZINC000064415727
Nc1nc(F)c(F)c(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)c1F,ZINC000013444997
Nc1nc(N)c(F)c(-c2cc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)c1F,ZINC000013445011
CCONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)OC)c(C)c23)c1,ZINC000014974203
OC1(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CCCCC4)c3)s2)CCNCC1,ZINC000027106349
C[C@H](Nc1nccc(-n2cc(C3(O)CCN(C)CC3)nc2-c2ccc(F)cc2)n1)c1ccccc1,ZINC000027107777
CNC(=O)c1ccc(C)c(Nc2nc(NCCN3CCCC3)nc3c2cnn3-c2ccccc2)c1,ZINC000029048476
CNC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4cc(F)cc(N5CCOCC5)c4)ccc3C)c2c1C,ZINC000029048626
CONC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3-c2ccccc2)c1,ZINC000029050352
COC(=O)CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)C)c2)[nH]1,ZINC000040951290
CCn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2C)c2cnn(-c3ccc(F)cc3)c21,ZINC000043068455
CCn1c(=O)cc(Oc2cc(C(=O)NC3CC3)ccc2C)c2cnn(-c3ccc(F)cc3)c21,ZINC000043120232
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCc2cc(F)ccc2Oc2ccnc(N3CCOCC3)n2)cc1,ZINC000043169740
CC(C)Nc1cc(-c2[nH]c(SC(C)C)nc2-c2ccc(F)cc2)ccn1,ZINC000071329705
CNC(=O)c1ccc(C)c(-n2c(CO)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,ZINC000072109977
COc1ccc(-c2ccc(C(=O)Nc3cc(C(=O)NC4CC4)ccc3C)s2)cc1,ZINC000096927952
Cc1ccc(C(=O)Nc2cccc(N3CCOCC3)c2)cc1-c1ccc2ccncc2c1,ZINC000040973031
Cc1ccc(NC(=O)c2ccnc(NCC(C)C)c2)cc1-c1ccc(C(=O)NCC2CC2)cc1,ZINC000040408883
Cc1ccc(C(=O)NC2CC2)cc1Nc1nncc2c1cnn2-c1cccc(F)c1,ZINC000049112007
Cc1ccc(C(=O)Nc2cccc(N3CCOCC3)c2)cc1-c1ccc2nc(N)[nH]c(=O)c2c1,ZINC000040974259
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1CN(C)C,ZINC000026832868
Nc1nc(N)c(F)c(-c2nc(-c3ccncc3)c(-c3cc4ccccc4o3)[nH]2)c1F,ZINC000012365502
OCCCCNc1cc(-c2[nH]c3cccnc3c2-c2ccc(F)cc2)ccn1,ZINC000013528386
COc1ccc(C(=O)NC2CCCC2)cc1-c1[nH]nc2nc(Nc3ccc(F)cc3F)ccc12,ZINC000028565345
Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1Nc1ncnn2cc(C(=O)NC(C)C)c(C)c12,ZINC000029048536
CCCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4cc(F)cc(N5CCOCC5)c4)ccc3C)c2c1C,ZINC000029048547
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(NC2CCN(C)CC2)nc1,ZINC000029135473
CC[C@@H](C)Nc1cc(-c2[nH]c(SC[C@H](O)CO)nc2-c2ccc(F)cc2)ccn1,ZINC000040393261
CC[C@H](C)Nc1cc(-c2[nH]c(SC[C@H](O)CO)nc2-c2ccc(F)cc2)ccn1,ZINC000040393262
CC[C@H](C)Nc1cc(-c2[nH]c(SC[C@@H](O)CO)nc2-c2ccc(F)cc2)ccn1,ZINC000040393264
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCOCC3)c2)[nH]1,ZINC000040411804
O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2cccc(F)c2)c1,ZINC000049068462
CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(CNC(=O)CCC(=O)O)c2)n1,ZINC000058511476
Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3ccco3)c(C)c12,ZINC000072177262
