SMIELS,name
COc1cccc(O)c1C(=O)c1c(O)cc(C(=O)O[C@@H]2CCCNC[C@H]2NC(=O)c2ccc(O)cc2)cc1O,ZINC000014944145
COc1cccc(O)c1C(=O)c1c(O)cc(C(=O)O[C@@H]2CCCNC[C@@H]2NC(=O)c2ccc(O)cc2)cc1O,ZINC000026641905
CC(C)[C@H]1C(=O)N[C@H](CO)Cc2cc(NC(=O)/C=C/C=C/c3ccc(/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc3)ccc2N1C,ZINC000095548263
CC(C)=C1C[C@@](CO)(COC(=O)c2ccc(C#Cc3ccc(C#Cc4ccc(OCCOCCOCCOC(=O)N(CC(=O)OC(C)(C)C)CC(=O)OC(C)(C)C)cc4)cc3)cc2)OC1=O,ZINC000150521748
CC(C)=C1C[C@](CO)(COC(=O)c2ccc(C#Cc3ccc(C#Cc4ccc(OCCOCCOCCOC(=O)N(CC(=O)OC(C)(C)C)CC(=O)OC(C)(C)C)cc4)cc3)cc2)OC1=O,ZINC000150521751
CN(C)c1ccc(C(=O)OC[C@]2(CO)C/C(=C\c3ccc4ccccc4n3)C(=O)O2)cc1,ZINC000040401675
CN(C)c1ccc(C(=O)OC[C@@]2(CO)C/C(=C\c3ccc4ccccc4n3)C(=O)O2)cc1,ZINC000040401678
NCCCn1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)C(F)F)c4)n3)cccc21,ZINC000003815355
Oc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,ZINC000003815082
CC(C)c1cc(C(C)C)c(C(=O)OC[C@]2(CO)C/C(=C/c3ccc(N(C)C)cc3)C(=O)O2)c(C(C)C)c1,ZINC000040874324
CC(C)c1cc(C(C)C)c(C(=O)OC[C@@]2(CO)C/C(=C/c3ccc(N(C)C)cc3)C(=O)O2)c(C(C)C)c1,ZINC000040874326
Clc1cc(-c2cc3cnccc3c(N3CCNCC3)n2)ccn1,ZINC000058568999
c1cc2c(N3CCNCC3)nc(-c3ccnc(NC4CCCCC4)c3)cc2cn1,ZINC000058592623
Cc1nc2cnc3[nH]ccc3c2n1C1CCCCC1,ZINC000095576717
Nc1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,ZINC000003815151
FC(F)(F)c1nc2cnc3[nH]ccc3c2n1C1CCCCC1,ZINC000095582712
c1cc2c(ncc3ncn(C4CCCCC4)c32)[nH]1,ZINC000095582998
Oc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,ZINC000013766066
CN(C)c1ccc(Nc2n[nH]c3ncnc(Nc4cccc(Cl)c4)c23)cc1,ZINC000003815219
COc1ccc(C(=O)OC[C@]2(CO)C/C(=C/c3ccc4ccccc4n3)C(=O)O2)cc1,ZINC000040421965
COc1ccc(C(=O)OC[C@@]2(CO)C/C(=C/c3ccc4ccccc4n3)C(=O)O2)cc1,ZINC000040421968
Nc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,ZINC000012352683
Clc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Br)c4)c23)c1,ZINC000003815195
Clc1cccc(Nc2[nH]nc3ncnc(NCc4ccccc4)c23)c1,ZINC000003815403
COc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,ZINC000003815169
Cc1cccc(Nc2ncnc3n[nH]c(Nc4cccc(Cl)c4)c23)c1,ZINC000003815194
Clc1cccc(Nc2ncnc3n[nH]c(Nc4cccc(Cl)c4)c23)c1,ZINC000000839389
c1ccc(Nc2ncnc3n[nH]c(Nc4ccccc4)c23)cc1,ZINC000000021592
Clc1cccc(Nc2[nH]nc3ncnc(Nc4ccccc4)c23)c1,ZINC000003815265
Clc1cccc(Nc2ncnc3n[nH]c(NCc4ccccc4)c23)c1,ZINC000003815160
COc1cnc(COc2ccc(F)cc2C)cc1-c1cc2c([nH]1)CCNC2=O,ZINC000095561812
NCCc1cn(C2=C(c3c[nH]c4ccc(Cl)cc34)C(=O)NC2=O)c2ccccc12,ZINC000029125677
CCN1CCC[C@H](Nc2nc(Nc3cc(Cl)cc(Cl)c3)nc3ccc(Cl)cc23)C1,ZINC000005106014
CCN1CCC[C@@H](Nc2nc(Nc3cc(Cl)cc(Cl)c3)nc3ccc(Cl)cc23)C1,ZINC000016975554
CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12,ZINC000004262461
Nc1cccc(-c2ccnc(Nc3cccc(Cl)c3)n2)c1,ZINC000029126232
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1cncc(C(N)=O)c1,ZINC000020148987
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(NC(=O)c4ccno4)c3)cc(C(F)(F)F)c2)cn1,ZINC000043070691
COc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC,ZINC000002583789
CCN1CCC(n2cc(-c3cnc4ccc5ccc(NS(=O)(=O)N(C)C)cc5c(=O)c4c3)cn2)CC1,ZINC000072110941
O=C(Cc1ccc2c(c1)CCO2)N/N=C1\C(=O)Nc2cc(C(=O)NCCCN3CCC[C@@H]3CO)cc(Br)c21,ZINC000072178736
COc1ccc2c(Oc3ccc(NC(=O)c4c(-c5ccncc5)n(C)n(-c5ccccc5)c4=O)nc3)ccnc2c1,ZINC000084652214
O=C(Cc1ccc2c(c1)CCO2)N/N=C1\C(=O)Nc2cc(C(=O)NCCCN3CC[C@@H](O)C3)cc(Br)c21,ZINC000072178869
COc1ccc2c(Oc3ccc(NC(=O)c4c(-c5cc(C)on5)n(C)n(-c5ccccc5)c4=O)nc3)ccnc2c1,ZINC000084759328
CCOC(=O)CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,ZINC000071329412
Cc1ccc(C(=O)Nc2ccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)c(F)c2)c(=O)n1-c1ccccc1,ZINC000103256222
COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(C[C@@H](C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1,ZINC000084759505
COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(C[C@H](C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1,ZINC000084759506
CS(=O)(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,ZINC000071318102
O=[N+]([O-])c1cccc(CNc2cc(C(F)(F)F)cc3ncc(N4CCN(S(=O)(=O)C5CC5)CC4)cc23)c1,ZINC000071296305
COc1ccc2c(Oc3ccc(NC(=O)c4c([C@@H]5CCCO5)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,ZINC000084653405
COc1ccc2c(Oc3ccc(NC(=O)c4c([C@H]5CCCO5)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,ZINC000084653406
CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,ZINC000071329080
CC(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,ZINC000071329816
CCN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,ZINC000071316551
CN(C)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C[C@H](F)CO)c4)cc3c(=O)c2c1,ZINC000072107640
CN(C)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C[C@@H](F)CO)c4)cc3c(=O)c2c1,ZINC000072107641
O=C(Cc1ccc2c(c1)CCO2)N/N=C1\C(=O)Nc2cc(C(=O)NCCCN3CC[C@H](O)C3)cc(Br)c21,ZINC000072180046
COc1cnc2ccc([C@H](C)c3nnc4c(F)cc(-c5cn(C)cn5)cn34)cc2c1,ZINC000299856911
COc1ccc2c(Oc3ccc(NC(=O)c4c(C5CCOCC5)n(C)n(-c5ccccc5)c4=O)nc3)ccnc2c1,ZINC000084652561
C[C@H](N)C(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,ZINC000169322636
C[C@@H](N)C(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,ZINC000169322639
COc1cc2c(Oc3ccc(NC(=O)c4cc(-c5cccc(Cl)c5)nc5ccccc45)cc3F)ccnc2cc1OCCCN1CCCCC1,ZINC000096271513
COc1cc2c(Oc3ccc(NC(=O)c4cc(-c5ccc(C)cc5)ccn4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,ZINC000096285100
COc1ccc2c(Oc3ccc(NC(=O)c4c(CN)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,ZINC000084652126
COc1ccc2c(Oc3ccc(NC(=O)c4c(CN5CCCC5)n(C)n(-c5ccccc5)c4=O)nc3)ccnc2c1,ZINC000084759484
NC1CCC(=Cc2ccn3ncnc(Oc4ccc(NC(=O)NC(=O)Cc5ccc(F)cc5)cc4F)c23)CC1,ZINC000029040641
COc1ccc2c(Oc3ccc(NC(=O)c4c(CN5CCCC5)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,ZINC000084759483
CN(C)CCCNC(=O)c1cc(Br)c2c(c1)NC(=O)/C2=N\NC(=O)Cc1ccc2occc2c1,ZINC000072180015
C[C@H](O)C(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,ZINC000169322642
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5Cl)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,ZINC000096270762
COc1cc2c(Oc3ccc(NC(=O)c4cc(-c5cccc(Cl)c5)nc5ccc(F)cc45)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,ZINC000096271512
O=C(Nc1ccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)c(F)c1)c1cccn(-c2ccccc2)c1=O,ZINC000103256224
CCCNC(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,ZINC000169328725
O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cccc(-c2ccc(F)cc2)[n+]1[O-],ZINC000040394083
C[C@@H](Oc1cc(-c2ccc3c(c2)NC(=O)C32CCN(C)CC2)cnc1N)c1c(Cl)ccc(F)c1Cl,ZINC000103243216
CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)[C@@H](C)CN(C(C)=O)CC3)ncc1Cl,ZINC000169345237
CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)[C@H](C)CN(C(C)=O)CC3)ncc1Cl,ZINC000169345238
Cn1ccnc1-c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1,ZINC000029043630
O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]cc(-c4cccnc4)c23)c(F)c1,ZINC000040429008
O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]c(-c4cccnc4)cc23)c(F)c1,ZINC000040979394
CCCn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)N(C)C)cc4c(=O)c3c2)cn1,ZINC000072109311
CN(C)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C[C@H](F)CN5CCCC5)c4)cc3c(=O)c2c1,ZINC000072110939
CN(C)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C[C@@H](F)CN5CCCC5)c4)cc3c(=O)c2c1,ZINC000072110940
CN(Cc1cnccn1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,ZINC000072112405
O=C(Cc1ccc2c(c1)CCO2)N/N=C1\C(=O)Nc2cc(C(=O)NCCCN3CCC(O)CC3)cc(Br)c21,ZINC000072180014
CCNC(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,ZINC000169328723
O=[N+]([O-])c1cccc(CNc2cc(C(F)(F)F)cc3ncc(N4CCNCC4)cc23)c1,ZINC000071296794
O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cn(-c2ccc(Cl)c(F)c2)cc(-c2ccc(F)cc2)c1=O,ZINC000042802942
COc1ccc(-n2cc(C(=O)Nc3ccc(Oc4ccnc5[nH]ccc45)c(F)c3)c(=O)c(-c3ccc(F)cc3)c2)cc1F,ZINC000042807193
Cn1cc(C(=O)Nc2ccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)c(F)c2)c(=O)n1-c1ccccc1,ZINC000103256228
O=C(/C=C/[C@@H]1CCCN1)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,ZINC000169322643
CCC(=O)N1CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NC)n3)cc2[C@@H](C)C1,ZINC000169345235
CCC(=O)N1CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NC)n3)cc2[C@H](C)C1,ZINC000169345236
O=C(Nc1cccc(CC(=O)N2CCC(c3cc(Cl)ccc3Cl)=N2)c1)OCCCN1CCOCC1,ZINC000043152508
CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C5CCNCC5)c4)cc3c(=O)c2c1,ZINC000072139828
CN(C)C/C=C/C(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,ZINC000169322646
CN1CCN(c2cnc3cc(C(F)(F)F)cc(OCc4cccc([N+](=O)[O-])c4)c3c2)CC1,ZINC000071316523
COc1cc2c(Oc3ccc(NC(=O)c4cc(-c5ccccc5)nc5ccccc45)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,ZINC000096271510
O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1c[nH]cc(-c2ccc(F)cc2)c1=O,ZINC000040848819
COC[C@@H](F)Cn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)N(C)C)cc4c(=O)c3c2)cn1,ZINC000072107642
COC[C@H](F)Cn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)N(C)C)cc4c(=O)c3c2)cn1,ZINC000072107643
Cc1cc2oc(-c3cc(-c4cnn(C5CCNCC5)c4)cnc3N)nc2c(C)c1O,ZINC000084653315
COc1ccc(-c2ccc3nnc([C@@H](C)c4ccc5ncccc5c4)n3n2)cc1C,ZINC000096284603
COc1cc2c(Oc3ccc(NC(=O)c4cc(-c5cccc(Cl)c5)nc5ccccc45)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,ZINC000096271509
O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cn(C2CC2)cc(-c2ccc(F)cc2)c1=O,ZINC000040860300
O=[N+]([O-])c1cccc(CNc2cc(C(F)(F)F)cc3ncc(N4CCCCC4)cc23)c1,ZINC000071296795
COc1cc2c(Oc3ccc(NC(=O)c4nnn(-c5ccccc5)c4C)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,ZINC000222186002
O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cn(CCO)cc(-c2ccc(F)cc2)c1=O,ZINC000040380273
COc1cc2c(Oc3ccc(NC(=O)N/N=C/c4ccccc4F)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,ZINC000096283544
CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc5nonc45)c3c2)CC1,ZINC000169329664
COc1ccc2c(OCc3nnc4ccc(-c5cc(F)c(F)c(F)c5)nn34)ccnc2c1,ZINC000040431067
O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]cc(CO)c23)c(F)c1,ZINC000040973750
CCN(CC)CCOc1ccc(Nc2nccc(-c3[nH]c(-c4c(Cl)cc(CO)cc4Cl)nc3-c3cccc(Cl)c3)n2)cc1,ZINC000068014416
CN(C)CCCn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)N(C)C)cc4c(=O)c3c2)cn1,ZINC000072108696
C[C@@H](c1ccc2ncccc2c1)c1nnc2ccc(-c3ccc(F)c(F)c3)nn12,ZINC000096284612
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccc(Cl)c(C(F)(F)F)c5)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,ZINC000096270753
O=c1ccc(-n2ccc3ccc(F)cc32)nn1CCOc1ccnc2cc(OCCCN3CCOCC3)ccc12,ZINC000207614914
O=C(O)CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,ZINC000071296721
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5cc(C(F)(F)F)ccc5Cl)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCCC1,ZINC000096270752
COc1cc2c(Oc3ccc(NC(=O)c4cc(-c5ccccc5)ccn4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,ZINC000096285106
COCCOc1ccc2c(OCCn3nc(-n4ccc5ccc(F)cc54)ccc3=O)ccnc2c1,ZINC000207632086
COc1cc2c(Oc3ccc(NC(=O)c4nnn(-c5ccccc5C(F)(F)F)c4C(F)(F)F)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,ZINC000299838510
Nc1nccc(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F)c1C#Cc1ccccn1,ZINC000040428702
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5cccc(C(F)(F)F)c5)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,ZINC000096270749
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5C(F)(F)F)c(=O)cc4C)cc3F)ccnc2cc1OCCCN1CCCC1,ZINC000169350697
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5Br)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,ZINC000096270748
NCC(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,ZINC000169322633
COc1cc2c(Oc3ccc(NC(=O)c4nnn(-c5ccccc5C(F)(F)F)c4C)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,ZINC000222191052
COc1cc2c(Oc3ccc(NC(=O)c4nnn(-c5ccccc5C(F)(F)F)c4C(F)(F)F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,ZINC000299831695
COc1cc2c(Oc3ccc(NC(=O)c4nnn(-c5ccccc5C(F)(F)F)c4C)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,ZINC000222195424
CCN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc(C#N)c4)c3c2)CC1,ZINC000071297135
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5C(F)(F)F)c(=O)cc4C)cc3F)ccnc2cc1OCCCN1CCCCC1,ZINC000169350711
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5c(Cl)cccc5Cl)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,ZINC000096270746
O=C(Cc1ccc2c(c1)CCO2)NN=C1C(=O)Nc2cc(C(=O)NCCCN3CCC[C@H]3CO)cc(Br)c21,ZINC000072179269
O=[N+]([O-])c1cccc(CNc2nc(C(F)(F)F)nc3ncc(-c4cnn(C5CCNCC5)c4)cc23)c1,ZINC000095562026
COc1ccc2c(OCc3nnc4ccc(-c5cc(F)cc(F)c5)nn34)ccnc2c1,ZINC000040953281
COc1ccc2c(OCc3nnc4ccc(-c5cccc(F)c5)nn34)ccnc2c1,ZINC000040953941
Nc1nc(-c2c[nH]c3nccc(Oc4ccc(NC(=O)NC(=O)Cc5ccc(F)cc5)cc4F)c23)cs1,ZINC000042804545
O=C(Nc1ccc(F)cc1F)c1cccnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,ZINC000049088116
CNC(=O)c1ccc(-c2ccc3nnc([C@@H](C)c4ccc5ncccc5c4)n3n2)cc1,ZINC000096284618
CNC(=O)c1cccc(F)c1Nc1nc(Nc2cccc(NC(=O)CNC(=O)OC(C)(C)C)c2)ncc1Cl,ZINC000299840153
COc1ccc2c(Oc3ccc(NC(=O)c4c([C@@H]5CCCN5)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,ZINC000084759486
CNC(=O)c1cccc(F)c1Nc1nc(Nc2cccc(NC(=O)CNC(=O)NC(C)(C)C)c2)ncc1Cl,ZINC000299841251
C[C@@H](Sc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,ZINC000096285905
C[C@@H](c1ccc2ncccc2c1)c1nnc2ccc(-c3ccc(C#N)cc3)nn12,ZINC000043176955
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)CCN(CCOC)CC3)ncc1Cl,ZINC000066058888
Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1-c1nc2ccc(O)c(-c3cnccn3)c2o1,ZINC000084687647
C[C@@H](c1ccc2ncccc2c1)c1nnc2ccc(-c3ccc(N(C)C)nc3)nn12,ZINC000096284621
Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1-c1nc2ccc(N3CCCC3)cc2o1,ZINC000103247698
O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cccn(Cc2ccc(F)cc2)c1=O,ZINC000040835476
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5OC(F)(F)F)c(=O)cc4C)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,ZINC000169350403
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccc(Cl)cc5Cl)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,ZINC000096270743
COc1ccc2c(OCc3nnc4ccc(-c5ccc(F)c(F)c5)nn34)ccnc2c1,ZINC000040429480
O=C(Nc1ccc(F)cc1F)c1cc(Br)cnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,ZINC000049802909
CN1CCN(CCCOC(=O)Nc2cccc(Cn3nc(-n4ccc5ccc(F)cc54)ccc3=O)c2)CC1,ZINC000299857179
C[C@@H](Oc1ccc2ncc([C@@H]3C[C@@H]3C(N)=O)cc2c1)c1c(Cl)ccc(F)c1Cl,ZINC000045373204
C[C@@H](Oc1ccc2ncc([C@H]3C[C@@H]3C(N)=O)cc2c1)c1c(Cl)ccc(F)c1Cl,ZINC000045373208
C[C@@H](Oc1ccc2ncc([C@@H]3C[C@H]3C(N)=O)cc2c1)c1c(Cl)ccc(F)c1Cl,ZINC000045373211
C[C@@H](Oc1ccc2ncc([C@H]3C[C@H]3C(N)=O)cc2c1)c1c(Cl)ccc(F)c1Cl,ZINC000045373215
COc1cc2c(Oc3ccc(NC(=O)c4cc(-c5ccccc5)ccn4)cc3F)ccnc2cc1OCCCN1CCCCC1,ZINC000096285104
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)N(CCOC)C(=O)CCC3)ncc1Cl,ZINC000066262079
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)CCC3(C)C)ncc1Cl,ZINC000066262081
CCN1C(=O)CCC(C)(C)c2ccc(Nc3ncc(Cl)c(Nc4c(F)cccc4C(=O)NC)n3)cc21,ZINC000066262255
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccc(Cl)cc5Cl)c(=O)cc4C)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,ZINC000169350399
CN1CCN(CCCCCOC(=O)Nc2cccc(Cn3nc(-n4ccc5ccc(F)cc54)ccc3=O)c2)CC1,ZINC000299864521
CC(C)(C)OC(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,ZINC000071318472
CN1CCN(CC(=O)c2c[nH]c3nccc(Oc4ccc(NC(=O)NC(=O)Cc5ccc(F)cc5)cc4F)c23)CC1,ZINC000042808965
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)[C@@H](NC(=O)CN(C)C)CC3(C)C)ncc1Cl,ZINC000073169651
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)[C@H](NC(=O)CN(C)C)CC3(C)C)ncc1Cl,ZINC000073169654
O=c1ccc(-c2ccc(F)c(Cl)c2)nn1C[C@@H]1CN(c2ncc(-c3cnn(C4CCNCC4)c3)cn2)CCO1,ZINC000205706241
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)c1,ZINC000029043709
COc1ccc2c(OCc3nnc4ccc(-c5ccc(F)cc5)nn34)ccnc2c1,ZINC000040976280
C[C@H](Oc1cc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cnc1N)c1c(Cl)ccc(F)c1Cl,ZINC000072183322
C[C@@H](Oc1cc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cnc1N)c1c(Cl)ccc(F)c1Cl,ZINC000072183323
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)[C@H](NC(=O)C(F)(F)F)CC3(C)C)ncc1Cl,ZINC000073158637
C[C@@H](Oc1nc(-c2ccc3c(c2)NC(=O)C32CCN(C)CC2)cnc1N)c1c(Cl)ccc(F)c1Cl,ZINC000103243210
COc1cc2c(Oc3ccc(NC(=O)c4cc(-c5ccccc5)ccn4)cc3F)ccnc2cc1OCCCN1CCCC1,ZINC000096285105
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3C(=O)COC)ncc1Cl,ZINC000066251670
Cn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)CCn5ccnc5)cc4c(=O)c3c2)cn1,ZINC000072109677
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)[C@@H](NC(=O)C(F)(F)F)CC3(C)C)ncc1Cl,ZINC000073158631
CN(C[C@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,ZINC000034842286
Nc1ccc2nc(-c3cc(-c4cnn(C5CCNCC5)c4)cnc3N)oc2c1,ZINC000084652467
C[C@@H](Oc1c[nH]c(=O)c(C(=O)Nc2cnn(C3CCNCC3)c2)c1)c1c(Cl)ccc(F)c1Cl,ZINC000096258132
COc1cc2c(Oc3ccc(NC(=O)c4nnn(-c5ccccc5C)c4C)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,ZINC000299839242
C[C@@H](c1c[nH]c2ncccc12)c1nnc2ccc(-c3ccc(C#N)cc3)nn12,ZINC000043176961
CNC(=O)N1CCN(Cc2ccc(-c3cc4nccc(Oc5ccc(NC(=O)N6CCN(c7ccccc7)C6=O)cc5F)c4s3)cc2)CC1,ZINC000049889337
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)[C@H](NC(=O)N2CCCC2)CC3(C)C)ncc1Cl,ZINC000073142346
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)[C@@H](NC(=O)N2CCCC2)CC3(C)C)ncc1Cl,ZINC000073158654
